city;lat;lng;country;iso2;admin_name;capital;population;population_proper
Setonobendo;-80.186;1.118.829;Indonesia;ID;Jawa Timur;minor;;
Kromasan;-80.970;1.119.790;Indonesia;ID;Jawa Timur;minor;;
Kalangbret;-80.527;1.118.653;Indonesia;ID;Jawa Timur;minor;;
Irongganan;-80.507;1.118.714;Indonesia;ID;Jawa Timur;minor;;
Besuki Dua;-82.156;1.117.829;Indonesia;ID;Jawa Timur;minor;;
Genengan Kulon;-81.302;1.118.362;Indonesia;ID;Jawa Timur;minor;;
Kajen;-70.324;1.095.773;Indonesia;ID;Jawa Tengah;minor;;
Boyolali;-75.331;1.105.958;Indonesia;ID;Jawa Tengah;minor;;
Nongkesan;-69.281;1.134.598;Indonesia;ID;Jawa Timur;minor;;
Cigeur;-70.559;1.083.992;Indonesia;ID;Jawa Barat;minor;;
Kendal;-81.099;1.118.483;Indonesia;ID;Jawa Timur;minor;;
Kuningan;-69.758;1.084.831;Indonesia;ID;Jawa Barat;minor;;
Cikondang;-70.662;1.084.546;Indonesia;ID;Jawa Barat;minor;;
Sindangsari;-70.309;1.086.253;Indonesia;ID;Jawa Barat;minor;;
Segong;-70.875;1.086.476;Indonesia;ID;Jawa Barat;minor;;
Manis Karangtengah;-70.299;1.085.737;Indonesia;ID;Jawa Barat;minor;;
Ciketak;-70.105;1.084.588;Indonesia;ID;Jawa Barat;minor;;
Jagara;-70.092;1.084.173;Indonesia;ID;Jawa Barat;minor;;
Jatisari;-71.534;1.085.488;Indonesia;ID;Jawa Barat;minor;;
Cikandang;-69.966;1.086.335;Indonesia;ID;Jawa Barat;minor;;
Sukagalih;-70.621;1.086.802;Indonesia;ID;Jawa Barat;minor;;
Ciangir;-70.791;1.087.464;Indonesia;ID;Jawa Barat;minor;;
Pakapasan Ilir;-70.610;1.084.750;Indonesia;ID;Jawa Barat;minor;;
Pakapasan Girang;-70.465;1.084.636;Indonesia;ID;Jawa Barat;minor;;
Parakan;-70.314;1.085.566;Indonesia;ID;Jawa Barat;minor;;
Garajati;-70.498;1.086.381;Indonesia;ID;Jawa Barat;minor;;
Pahing Pamulihan;-71.467;1.085.467;Indonesia;ID;Jawa Barat;minor;;
Kutaraja;-70.213;1.085.613;Indonesia;ID;Jawa Barat;minor;;
Bantarpanjang;-70.061;1.087.663;Indonesia;ID;Jawa Barat;minor;;
Cileuya;-70.257;1.086.752;Indonesia;ID;Jawa Barat;minor;;
Ciniru;-70.429;1.085.006;Indonesia;ID;Jawa Barat;minor;;
Buniaga;-70.320;1.085.809;Indonesia;ID;Jawa Barat;minor;;
Godong;-70.044;1.085.409;Indonesia;ID;Jawa Barat;minor;;
Parenca Wetan;-70.442;1.087.293;Indonesia;ID;Jawa Barat;minor;;
Karangkancana;-70.943;1.086.575;Indonesia;ID;Jawa Barat;minor;;
Pinara;-70.866;1.085.139;Indonesia;ID;Jawa Barat;minor;;
Munggang;-70.231;1.084.789;Indonesia;ID;Jawa Barat;minor;;
Margasari;-70.189;1.086.237;Indonesia;ID;Jawa Barat;minor;;
Sakerta Timur;-70.366;1.084.159;Indonesia;ID;Jawa Barat;minor;;
Bunigeulis;-70.594;1.084.337;Indonesia;ID;Jawa Barat;minor;;
Tambakbaya;-70.054;1.085.578;Indonesia;ID;Jawa Barat;minor;;
Giriwaringin;-70.875;1.085.813;Indonesia;ID;Jawa Barat;minor;;
Cibeureum Kidul;-70.504;1.087.246;Indonesia;ID;Jawa Barat;minor;;
Sindangjawa;-70.652;1.087.523;Indonesia;ID;Jawa Barat;minor;;
Sindangjawa;-70.301;1.084.535;Indonesia;ID;Jawa Barat;minor;;
Walahar;-70.391;1.086.093;Indonesia;ID;Jawa Barat;minor;;
Cibengang;-70.388;1.083.942;Indonesia;ID;Jawa Barat;minor;;
Rambatan;-70.305;1.084.875;Indonesia;ID;Jawa Barat;minor;;
Pahing Jalatrang;-71.311;1.085.671;Indonesia;ID;Jawa Barat;minor;;
Cikananga;-70.068;1.085.501;Indonesia;ID;Jawa Barat;minor;;
Margabakti;-70.427;1.084.457;Indonesia;ID;Jawa Barat;minor;;
Garahaji;-70.497;1.086.112;Indonesia;ID;Jawa Barat;minor;;
Nusaherang;-70.094;1.084.445;Indonesia;ID;Jawa Barat;minor;;
Mancagar;-70.171;1.085.853;Indonesia;ID;Jawa Barat;minor;;
Wilanagara;-70.378;1.086.263;Indonesia;ID;Jawa Barat;minor;;
Kedatuan;-70.410;1.085.879;Indonesia;ID;Jawa Barat;minor;;
Cipakem;-70.755;1.085.779;Indonesia;ID;Jawa Barat;minor;;
Cibuah;-70.268;1.085.662;Indonesia;ID;Jawa Barat;minor;;
Paninggaran;-70.210;1.084.024;Indonesia;ID;Jawa Barat;minor;;
Parung;-70.045;1.083.984;Indonesia;ID;Jawa Barat;minor;;
Windusari;-70.195;1.084.456;Indonesia;ID;Jawa Barat;minor;;
Blokdesa Situgede;-71.053;1.085.570;Indonesia;ID;Jawa Barat;minor;;
Olejet;-69.924;1.085.693;Indonesia;ID;Jawa Barat;minor;;
Kliwon Cibingbin;-70.583;1.087.592;Indonesia;ID;Jawa Barat;minor;;
Kawungsari;-70.678;1.086.957;Indonesia;ID;Jawa Barat;minor;;
Luragung;-70.172;1.086.381;Indonesia;ID;Jawa Barat;minor;;
Cilebak;-71.364;1.085.835;Indonesia;ID;Jawa Barat;minor;;
Kadugede;-70.043;1.084.543;Indonesia;ID;Jawa Barat;minor;;
Pakusari;-70.041;1.087.106;Indonesia;ID;Jawa Barat;minor;;
Citapen;-70.657;1.084.756;Indonesia;ID;Jawa Barat;minor;;
Citenjo;-70.440;1.087.563;Indonesia;ID;Jawa Barat;minor;;
Patala;-71.103;1.085.813;Indonesia;ID;Jawa Barat;minor;;
Babakan;-70.915;1.084.328;Indonesia;ID;Jawa Barat;minor;;
Girang;-70.901;1.085.988;Indonesia;ID;Jawa Barat;minor;;
Margacina;-71.108;1.086.449;Indonesia;ID;Jawa Barat;minor;;
Pakembangan;-70.224;1.085.268;Indonesia;ID;Jawa Barat;minor;;
Manis Mekarwangi;-70.108;1.086.019;Indonesia;ID;Jawa Barat;minor;;
Bungur;-71.376;1.085.964;Indonesia;ID;Jawa Barat;minor;;
Sukarapih;-70.841;1.087.176;Indonesia;ID;Jawa Barat;minor;;
Cikahuripan;-70.354;1.085.484;Indonesia;ID;Jawa Barat;minor;;
Dukuhpicung;-70.437;1.086.283;Indonesia;ID;Jawa Barat;minor;;
Rahayu;-70.167;1.086.183;Indonesia;ID;Jawa Barat;minor;;
Cineumbeuy;-70.240;1.085.918;Indonesia;ID;Jawa Barat;minor;;
Cikembang;-71.271;1.085.152;Indonesia;ID;Jawa Barat;minor;;
Andamui;-70.379;1.086.524;Indonesia;ID;Jawa Barat;minor;;
Kutamangu;-71.203;1.085.051;Indonesia;ID;Jawa Barat;minor;;
Baok;-70.386;1.086.387;Indonesia;ID;Jawa Barat;minor;;
Kaduagung;-70.999;1.086.572;Indonesia;ID;Jawa Barat;minor;;
Cimara;-70.856;1.087.124;Indonesia;ID;Jawa Barat;minor;;
Nangka;-70.069;1.084.708;Indonesia;ID;Jawa Barat;minor;;
Garawangi;-69.987;1.085.389;Indonesia;ID;Jawa Barat;minor;;
Tanjungkerta;-70.702;1.086.767;Indonesia;ID;Jawa Barat;minor;;
Karangbaru;-70.573;1.086.373;Indonesia;ID;Jawa Barat;minor;;
Randusari;-70.545;1.087.086;Indonesia;ID;Jawa Barat;minor;;
Kutamandarakan;-70.277;1.085.577;Indonesia;ID;Jawa Barat;minor;;
Sukasari;-70.557;1.087.511;Indonesia;ID;Jawa Barat;minor;;
Mungkaldatar;-70.204;1.084.876;Indonesia;ID;Jawa Barat;minor;;
Pamupukan;-70.469;1.085.303;Indonesia;ID;Jawa Barat;minor;;
Ciporang;-70.101;1.085.682;Indonesia;ID;Jawa Barat;minor;;
Cirangrang;-70.376;1.087.215;Indonesia;ID;Jawa Barat;minor;;
Wedangtemu;-70.708;1.083.939;Indonesia;ID;Jawa Barat;minor;;
Cilayung;-70.842;1.086.213;Indonesia;ID;Jawa Barat;minor;;
Manis Subang;-71.284;1.085.313;Indonesia;ID;Jawa Barat;minor;;
Pabuaran;-70.511;1.086.038;Indonesia;ID;Jawa Barat;minor;;
Cinagara;-70.249;1.085.870;Indonesia;ID;Jawa Barat;minor;;
Cilimus Kulon;-70.992;1.085.874;Indonesia;ID;Jawa Barat;minor;;
Babatan;-70.016;1.084.546;Indonesia;ID;Jawa Barat;minor;;
Cipasung;-70.164;1.083.947;Indonesia;ID;Jawa Barat;minor;;
Gewok;-70.300;1.085.242;Indonesia;ID;Jawa Barat;minor;;
Gunungmanik;-70.869;1.085.051;Indonesia;ID;Jawa Barat;minor;;
Kertayuga;-70.299;1.084.376;Indonesia;ID;Jawa Barat;minor;;
Cipetir;-70.248;1.086.048;Indonesia;ID;Jawa Barat;minor;;
Tegalgede;-71.075;1.084.796;Indonesia;ID;Jawa Barat;minor;;
Jabranti;-71.198;1.086.780;Indonesia;ID;Jawa Barat;minor;;
Sindang;-70.006;1.085.819;Indonesia;ID;Jawa Barat;minor;;
Cikadu Wetan;-70.199;1.086.658;Indonesia;ID;Jawa Barat;minor;;
Cisaat;-70.351;1.087.479;Indonesia;ID;Jawa Barat;minor;;
Citundun;-71.108;1.086.206;Indonesia;ID;Jawa Barat;minor;;
Pahing Margamukti;-70.130;1.086.883;Indonesia;ID;Jawa Barat;minor;;
Cirukem;-70.235;1.085.106;Indonesia;ID;Jawa Barat;minor;;
Dukuh Kaler;-70.268;1.085.778;Indonesia;ID;Jawa Barat;minor;;
Pasiragung;-70.637;1.084.705;Indonesia;ID;Jawa Barat;minor;;
Langseb;-70.188;1.085.797;Indonesia;ID;Jawa Barat;minor;;
Subang;-71.277;1.085.283;Indonesia;ID;Jawa Barat;minor;;
Sukaimut;-70.051;1.085.458;Indonesia;ID;Jawa Barat;minor;;
Cantilan;-71.046;1.084.385;Indonesia;ID;Jawa Barat;minor;;
Karanganyar;-71.037;1.086.148;Indonesia;ID;Jawa Barat;minor;;
Cikupa;-70.067;1.083.975;Indonesia;ID;Jawa Barat;minor;;
Cipedes;-70.585;1.085.295;Indonesia;ID;Jawa Barat;minor;;
Sindangsuka;-70.103;1.086.329;Indonesia;ID;Jawa Barat;minor;;
Cilimus;-71.096;1.084.660;Indonesia;ID;Jawa Barat;minor;;
Mandapajaya;-71.730;1.085.464;Indonesia;ID;Jawa Barat;minor;;
Cimulya;-70.202;1.087.257;Indonesia;ID;Jawa Barat;minor;;
Sakerta Barat;-70.342;1.084.055;Indonesia;ID;Jawa Barat;minor;;
Cijemit;-70.490;1.084.984;Indonesia;ID;Jawa Barat;minor;;
Tundagan;-70.649;1.084.335;Indonesia;ID;Jawa Barat;minor;;
Luragung Tonggoh;-70.208;1.086.359;Indonesia;ID;Jawa Barat;minor;;
Cibingbin;-70.611;1.087.619;Indonesia;ID;Jawa Barat;minor;;
Cigedang;-70.280;1.086.352;Indonesia;ID;Jawa Barat;minor;;
Kaliwon Kertawirama;-70.112;1.084.272;Indonesia;ID;Jawa Barat;minor;;
Sagara;-71.115;1.086.399;Indonesia;ID;Jawa Barat;minor;;
Tembong;-70.039;1.085.132;Indonesia;ID;Jawa Barat;minor;;
Gembol;-70.739;1.087.293;Indonesia;ID;Jawa Barat;minor;;
Ciakar;-70.431;1.085.651;Indonesia;ID;Jawa Barat;minor;;
Modis;-70.066;1.085.648;Indonesia;ID;Jawa Barat;minor;;
Kawahmanuk;-70.122;1.083.928;Indonesia;ID;Jawa Barat;minor;;
Ciwaru;-70.777;1.086.278;Indonesia;ID;Jawa Barat;minor;;
Gunungaci;-71.032;1.085.359;Indonesia;ID;Jawa Barat;minor;;
Dukuhmaja;-70.082;1.086.482;Indonesia;ID;Jawa Barat;minor;;
Cipondok;-70.817;1.087.579;Indonesia;ID;Jawa Barat;minor;;
Lebakwangi;-70.173;1.086.016;Indonesia;ID;Jawa Barat;minor;;
Darma;-70.045;1.084.035;Indonesia;ID;Jawa Barat;minor;;
Haurkuning;-70.187;1.084.310;Indonesia;ID;Jawa Barat;minor;;
Hantara;-70.579;1.084.553;Indonesia;ID;Jawa Barat;minor;;
Dukuhbadag;-70.256;1.087.564;Indonesia;ID;Jawa Barat;minor;;
Banjar Tengahbelayu;-85.140;1.151.673;Indonesia;ID;Bali;minor;;
Magetan;-76.567;1.113.314;Indonesia;ID;Jawa Timur;minor;;
Bukbatang;-68.956;1.134.758;Indonesia;ID;Jawa Timur;minor;;
Pandeyan;-68.993;1.134.790;Indonesia;ID;Jawa Timur;minor;;
Sidem;-80.797;1.118.117;Indonesia;ID;Jawa Timur;minor;;
Kebumen;-76.686;1.096.536;Indonesia;ID;Jawa Tengah;minor;;
Ruser;-82.042;1.120.232;Indonesia;ID;Jawa Timur;minor;;
Gunajaya;-73.720;1.082.765;Indonesia;ID;Jawa Barat;minor;;
Ciberung;-71.209;1.084.830;Indonesia;ID;Jawa Barat;minor;;
Pakel;-80.684;1.119.891;Indonesia;ID;Jawa Timur;minor;;
Kostarea Satu;-71.457;1.080.104;Indonesia;ID;Jawa Barat;minor;;
Cimacan;-72.633;1.078.580;Indonesia;ID;Jawa Barat;minor;;
Cilampuyang;-70.131;1.080.795;Indonesia;ID;Jawa Barat;minor;;
Banyuresmi;-71.605;1.079.517;Indonesia;ID;Jawa Barat;minor;;
Babakancikaso;-70.186;1.080.040;Indonesia;ID;Jawa Barat;minor;;
Leles;-71.099;1.078.986;Indonesia;ID;Jawa Barat;minor;;
Sukabatu;-70.807;1.080.663;Indonesia;ID;Jawa Barat;minor;;
Balakasap;-71.499;1.079.622;Indonesia;ID;Jawa Barat;minor;;
Cipicung;-71.762;1.079.488;Indonesia;ID;Jawa Barat;minor;;
Sukamulya;-70.957;1.080.768;Indonesia;ID;Jawa Barat;minor;;
Cikondang;-74.090;1.078.813;Indonesia;ID;Jawa Barat;minor;;
Sindangsari;-75.283;1.078.065;Indonesia;ID;Jawa Barat;minor;;
Sindangsari;-71.169;1.079.446;Indonesia;ID;Jawa Barat;minor;;
Wanakerta;-71.036;1.079.870;Indonesia;ID;Jawa Barat;minor;;
Pasireunteung;-75.028;1.075.787;Indonesia;ID;Jawa Barat;minor;;
Talun;-70.548;1.079.347;Indonesia;ID;Jawa Barat;minor;;
Cidahu;-75.737;1.078.168;Indonesia;ID;Jawa Barat;minor;;
Tegalpanjang;-71.932;1.079.839;Indonesia;ID;Jawa Barat;minor;;
Cisalakdesa;-70.606;1.080.056;Indonesia;ID;Jawa Barat;minor;;
Cinta;-71.564;1.080.558;Indonesia;ID;Jawa Barat;minor;;
Cikandang;-73.689;1.077.560;Indonesia;ID;Jawa Barat;minor;;
Paas Girang;-76.489;1.077.413;Indonesia;ID;Jawa Barat;minor;;
Peujeuh;-70.152;1.079.780;Indonesia;ID;Jawa Barat;minor;;
Hegarmanah;-75.602;1.077.981;Indonesia;ID;Jawa Barat;minor;;
Rancamaya;-70.359;1.080.769;Indonesia;ID;Jawa Barat;minor;;
Citalahab;-70.675;1.080.842;Indonesia;ID;Jawa Barat;minor;;
Cigeudeug;-73.311;1.078.070;Indonesia;ID;Jawa Barat;minor;;
Sukaraja;-71.635;1.080.002;Indonesia;ID;Jawa Barat;minor;;
Cijoho;-74.959;1.079.306;Indonesia;ID;Jawa Barat;minor;;
Batugede Kulon;-70.793;1.079.131;Indonesia;ID;Jawa Barat;minor;;
Sukatani;-73.434;1.077.886;Indonesia;ID;Jawa Barat;minor;;
Sukagalih;-71.462;1.079.783;Indonesia;ID;Jawa Barat;minor;;
Mancagahar;-73.289;1.075.014;Indonesia;ID;Jawa Barat;minor;;
Kadudampit;-74.574;1.076.758;Indonesia;ID;Jawa Barat;minor;;
Cihaur;-73.086;1.075.299;Indonesia;ID;Jawa Barat;minor;;
Cimaragas;-72.447;1.079.085;Indonesia;ID;Jawa Barat;minor;;
Hegarsari;-70.883;1.078.869;Indonesia;ID;Jawa Barat;minor;;
Parungjawa;-74.201;1.079.025;Indonesia;ID;Jawa Barat;minor;;
Gugunungan;-72.349;1.079.125;Indonesia;ID;Jawa Barat;minor;;
Cigaluh;-70.526;1.079.984;Indonesia;ID;Jawa Barat;minor;;
Babakan Sukasari;-72.696;1.078.829;Indonesia;ID;Jawa Barat;minor;;
Ciudian;-74.596;1.079.011;Indonesia;ID;Jawa Barat;minor;;
Cipanggilingan;-72.664;1.078.164;Indonesia;ID;Jawa Barat;minor;;
Cijambe;-76.128;1.076.745;Indonesia;ID;Jawa Barat;minor;;
Pawitra;-73.959;1.078.706;Indonesia;ID;Jawa Barat;minor;;
Margamulya;-75.100;1.077.711;Indonesia;ID;Jawa Barat;minor;;
Babakan Loak;-72.916;1.079.130;Indonesia;ID;Jawa Barat;minor;;
Pulosari;-70.091;1.080.174;Indonesia;ID;Jawa Barat;minor;;
Cibungur;-72.913;1.075.324;Indonesia;ID;Jawa Barat;minor;;
Warungtanjung;-71.685;1.078.935;Indonesia;ID;Jawa Barat;minor;;
Potongan;-74.374;1.078.354;Indonesia;ID;Jawa Barat;minor;;
Cigagade;-70.428;1.079.564;Indonesia;ID;Jawa Barat;minor;;
Pasirlimus;-72.779;1.078.997;Indonesia;ID;Jawa Barat;minor;;
Pasirgaru;-74.096;1.076.792;Indonesia;ID;Jawa Barat;minor;;
Paledang;-73.096;1.077.909;Indonesia;ID;Jawa Barat;minor;;
Cilolongokan;-70.378;1.079.712;Indonesia;ID;Jawa Barat;minor;;
Pasirlaja;-75.377;1.078.695;Indonesia;ID;Jawa Barat;minor;;
Cicapar Lebak;-71.845;1.080.319;Indonesia;ID;Jawa Barat;minor;;
Gunungsatria;-72.256;1.079.062;Indonesia;ID;Jawa Barat;minor;;
Bantarmunding;-74.796;1.074.287;Indonesia;ID;Jawa Barat;minor;;
Cilongkrangpasantren;-72.044;1.079.897;Indonesia;ID;Jawa Barat;minor;;
Panyindangan;-75.742;1.077.589;Indonesia;ID;Jawa Barat;minor;;
Sinapel;-71.581;1.080.547;Indonesia;ID;Jawa Barat;minor;;
Cisurupan;-73.088;1.077.944;Indonesia;ID;Jawa Barat;minor;;
Sukamandi;-71.606;1.080.142;Indonesia;ID;Jawa Barat;minor;;
Parigi;-71.565;1.079.514;Indonesia;ID;Jawa Barat;minor;;
Lembur Tengah;-76.477;1.077.281;Indonesia;ID;Jawa Barat;minor;;
Sindangkerta;-71.100;1.079.840;Indonesia;ID;Jawa Barat;minor;;
Sukawening;-71.568;1.080.065;Indonesia;ID;Jawa Barat;minor;;
Kubang;-70.526;1.080.200;Indonesia;ID;Jawa Barat;minor;;
Pasirangin Satu;-72.800;1.075.482;Indonesia;ID;Jawa Barat;minor;;
Nangkapayung;-74.599;1.079.217;Indonesia;ID;Jawa Barat;minor;;
Jangkurang Kidul;-72.072;1.079.087;Indonesia;ID;Jawa Barat;minor;;
Cibeureum;-74.365;1.075.613;Indonesia;ID;Jawa Barat;minor;;
Cibeureum;-71.597;1.079.933;Indonesia;ID;Jawa Barat;minor;;
Cibeureum;-75.039;1.079.158;Indonesia;ID;Jawa Barat;minor;;
Gunungsulah;-76.069;1.076.521;Indonesia;ID;Jawa Barat;minor;;
Batutumpang;-74.368;1.076.237;Indonesia;ID;Jawa Barat;minor;;
Suci Kidul;-72.175;1.079.226;Indonesia;ID;Jawa Barat;minor;;
Bunisakit;-72.487;1.078.217;Indonesia;ID;Jawa Barat;minor;;
Ikar;-70.204;1.079.735;Indonesia;ID;Jawa Barat;minor;;
Datarpasang;-75.854;1.077.722;Indonesia;ID;Jawa Barat;minor;;
Cisandaan;-73.958;1.077.202;Indonesia;ID;Jawa Barat;minor;;
Panyingkiran;-71.911;1.080.193;Indonesia;ID;Jawa Barat;minor;;
Panyingkiran;-73.540;1.077.804;Indonesia;ID;Jawa Barat;minor;;
Rancabolang;-72.715;1.078.031;Indonesia;ID;Jawa Barat;minor;;
Ciela Lebak;-72.667;1.078.369;Indonesia;ID;Jawa Barat;minor;;
Onyam;-75.495;1.078.324;Indonesia;ID;Jawa Barat;minor;;
Cimuncang;-70.763;1.080.525;Indonesia;ID;Jawa Barat;minor;;
Gempol;-70.368;1.079.966;Indonesia;ID;Jawa Barat;minor;;
Cikokong;-74.469;1.078.940;Indonesia;ID;Jawa Barat;minor;;
Cibugel;-70.985;1.081.010;Indonesia;ID;Jawa Barat;minor;;
Lemahsari;-71.909;1.079.684;Indonesia;ID;Jawa Barat;minor;;
Pasirirnem;-75.647;1.079.242;Indonesia;ID;Jawa Barat;minor;;
Halimpu;-74.333;1.076.668;Indonesia;ID;Jawa Barat;minor;;
Lewo;-70.676;1.080.546;Indonesia;ID;Jawa Barat;minor;;
Cijagra;-75.017;1.078.419;Indonesia;ID;Jawa Barat;minor;;
Situbatu;-70.763;1.079.575;Indonesia;ID;Jawa Barat;minor;;
Babakansingkur;-70.910;1.079.160;Indonesia;ID;Jawa Barat;minor;;
Tegallega;-74.708;1.075.609;Indonesia;ID;Jawa Barat;minor;;
Kondangrege;-72.721;1.078.900;Indonesia;ID;Jawa Barat;minor;;
Cinisti;-72.689;1.078.298;Indonesia;ID;Jawa Barat;minor;;
Pangligaran;-76.005;1.077.704;Indonesia;ID;Jawa Barat;minor;;
Cigintung;-72.793;1.078.079;Indonesia;ID;Jawa Barat;minor;;
Cigintung;-74.857;1.079.158;Indonesia;ID;Jawa Barat;minor;;
Cibaregbeg;-76.792;1.078.029;Indonesia;ID;Jawa Barat;minor;;
Sindangkopo;-70.026;1.080.281;Indonesia;ID;Jawa Barat;minor;;
Sukaratu;-70.532;1.080.482;Indonesia;ID;Jawa Barat;minor;;
Cibunar;-70.458;1.080.676;Indonesia;ID;Jawa Barat;minor;;
Cibunar;-72.365;1.078.877;Indonesia;ID;Jawa Barat;minor;;
Sukarasa;-71.612;1.080.002;Indonesia;ID;Jawa Barat;minor;;
Pamungguan;-74.772;1.076.176;Indonesia;ID;Jawa Barat;minor;;
Bentar Girang;-72.117;1.079.114;Indonesia;ID;Jawa Barat;minor;;
Caringin;-74.546;1.075.139;Indonesia;ID;Jawa Barat;minor;;
Baluburlimbangan;-70.357;1.079.829;Indonesia;ID;Jawa Barat;minor;;
Sukawangsa;-72.589;1.078.011;Indonesia;ID;Jawa Barat;minor;;
Bungbulang;-74.568;1.075.991;Indonesia;ID;Jawa Barat;minor;;
Cangkuang;-72.280;1.079.010;Indonesia;ID;Jawa Barat;minor;;
Cangkuang;-71.031;1.079.120;Indonesia;ID;Jawa Barat;minor;;
Babakan Nyampay;-70.465;1.080.870;Indonesia;ID;Jawa Barat;minor;;
Gununglimbangan;-71.016;1.079.841;Indonesia;ID;Jawa Barat;minor;;
Losari;-72.924;1.078.052;Indonesia;ID;Jawa Barat;minor;;
Bojong;-75.964;1.077.355;Indonesia;ID;Jawa Barat;minor;;
Sugihmukti;-72.009;1.079.597;Indonesia;ID;Jawa Barat;minor;;
Bayongbong;-72.716;1.078.197;Indonesia;ID;Jawa Barat;minor;;
Dungusiku;-71.077;1.079.323;Indonesia;ID;Jawa Barat;minor;;
Parabon;-75.351;1.079.207;Indonesia;ID;Jawa Barat;minor;;
Bakom;-70.319;1.079.978;Indonesia;ID;Jawa Barat;minor;;
Jembatandua;-71.361;1.079.879;Indonesia;ID;Jawa Barat;minor;;
Suci Kaler;-72.157;1.079.226;Indonesia;ID;Jawa Barat;minor;;
Cisero;-73.207;1.077.938;Indonesia;ID;Jawa Barat;minor;;
Cicayur;-72.864;1.078.196;Indonesia;ID;Jawa Barat;minor;;
Tegalsari;-72.955;1.078.313;Indonesia;ID;Jawa Barat;minor;;
Babakan;-76.361;1.077.116;Indonesia;ID;Jawa Barat;minor;;
Mawar;-72.124;1.079.050;Indonesia;ID;Jawa Barat;minor;;
Bangbayang;-74.524;1.077.259;Indonesia;ID;Jawa Barat;minor;;
Bangbayang;-72.641;1.078.623;Indonesia;ID;Jawa Barat;minor;;
Tarogong;-71.902;1.078.874;Indonesia;ID;Jawa Barat;minor;;
Sukajadi;-74.035;1.075.368;Indonesia;ID;Jawa Barat;minor;;
Citangtu Kaler;-71.675;1.079.890;Indonesia;ID;Jawa Barat;minor;;
Talegong Dua;-72.997;1.075.119;Indonesia;ID;Jawa Barat;minor;;
Babgot;-71.425;1.080.095;Indonesia;ID;Jawa Barat;minor;;
Cigadog;-75.086;1.078.675;Indonesia;ID;Jawa Barat;minor;;
Cigadog;-70.482;1.080.450;Indonesia;ID;Jawa Barat;minor;;
Karangpawitan;-72.061;1.079.456;Indonesia;ID;Jawa Barat;minor;;
Tagog;-71.206;1.079.931;Indonesia;ID;Jawa Barat;minor;;
Hanjuang;-74.648;1.075.953;Indonesia;ID;Jawa Barat;minor;;
Cireundang;-72.002;1.078.782;Indonesia;ID;Jawa Barat;minor;;
Selaawi;-75.495;1.078.128;Indonesia;ID;Jawa Barat;minor;;
Selaawi;-73.195;1.074.785;Indonesia;ID;Jawa Barat;minor;;
Babakanloa;-71.609;1.079.968;Indonesia;ID;Jawa Barat;minor;;
Babakanloa;-71.968;1.078.859;Indonesia;ID;Jawa Barat;minor;;
Babakanloa;-71.361;1.079.481;Indonesia;ID;Jawa Barat;minor;;
Pangatikan;-71.549;1.079.883;Indonesia;ID;Jawa Barat;minor;;
Pasanggrahan;-72.642;1.079.118;Indonesia;ID;Jawa Barat;minor;;
Pasanggrahan;-71.632;1.080.084;Indonesia;ID;Jawa Barat;minor;;
Pasanggrahan;-74.991;1.078.601;Indonesia;ID;Jawa Barat;minor;;
Cidarengdeng;-72.600;1.077.864;Indonesia;ID;Jawa Barat;minor;;
Rahayu;-74.594;1.076.440;Indonesia;ID;Jawa Barat;minor;;
Cibolang;-74.378;1.076.014;Indonesia;ID;Jawa Barat;minor;;
Cibolang;-70.927;1.079.333;Indonesia;ID;Jawa Barat;minor;;
Cinyumput;-73.837;1.075.096;Indonesia;ID;Jawa Barat;minor;;
Sindanglaya;-71.989;1.079.471;Indonesia;ID;Jawa Barat;minor;;
Sindangratu;-74.651;1.076.718;Indonesia;ID;Jawa Barat;minor;;
Nagara Tengah;-71.934;1.078.836;Indonesia;ID;Jawa Barat;minor;;
Cikulahan;-71.569;1.080.375;Indonesia;ID;Jawa Barat;minor;;
Citambal;-70.884;1.079.947;Indonesia;ID;Jawa Barat;minor;;
Cikembulan;-70.841;1.079.132;Indonesia;ID;Jawa Barat;minor;;
Cijaringao;-75.311;1.075.392;Indonesia;ID;Jawa Barat;minor;;
Cimaung Kidul;-72.609;1.078.979;Indonesia;ID;Jawa Barat;minor;;
Amerta;-72.770;1.077.740;Indonesia;ID;Jawa Barat;minor;;
Bokor;-75.248;1.076.126;Indonesia;ID;Jawa Barat;minor;;
Bunisari;-76.475;1.077.123;Indonesia;ID;Jawa Barat;minor;;
Bunisari;-70.724;1.079.614;Indonesia;ID;Jawa Barat;minor;;
Talagasari;-74.205;1.079.231;Indonesia;ID;Jawa Barat;minor;;
Cogreg Wetan;-72.187;1.079.367;Indonesia;ID;Jawa Barat;minor;;
Halteu;-70.836;1.078.991;Indonesia;ID;Jawa Barat;minor;;
Andir;-71.548;1.079.011;Indonesia;ID;Jawa Barat;minor;;
Haruman;-70.720;1.079.265;Indonesia;ID;Jawa Barat;minor;;
Peer;-72.028;1.079.765;Indonesia;ID;Jawa Barat;minor;;
Pidayeuheun;-71.948;1.079.597;Indonesia;ID;Jawa Barat;minor;;
Cilolohan;-71.810;1.079.127;Indonesia;ID;Jawa Barat;minor;;
Nangkasari;-70.984;1.078.827;Indonesia;ID;Jawa Barat;minor;;
Talagajaya;-74.158;1.078.727;Indonesia;ID;Jawa Barat;minor;;
Munjul;-72.488;1.078.811;Indonesia;ID;Jawa Barat;minor;;
