city;lat;lng;country;iso2;admin_name;capital;population;population_proper
Pasirjengkol;-71.267;1.079.903;Indonesia;ID;Jawa Barat;minor;;
Ngamplang;-72.543;1.078.999;Indonesia;ID;Jawa Barat;minor;;
Cigadog Hilir;-72.139;1.080.021;Indonesia;ID;Jawa Barat;minor;;
Cibalieur;-76.965;1.078.826;Indonesia;ID;Jawa Barat;minor;;
Ciawi;-76.640;1.077.631;Indonesia;ID;Jawa Barat;minor;;
Salakuray;-72.564;1.078.643;Indonesia;ID;Jawa Barat;minor;;
Ciloa;-70.210;1.080.261;Indonesia;ID;Jawa Barat;minor;;
Pasirjambu;-73.340;1.075.386;Indonesia;ID;Jawa Barat;minor;;
Nangoh;-76.438;1.077.226;Indonesia;ID;Jawa Barat;minor;;
Jayabakti;-74.528;1.078.849;Indonesia;ID;Jawa Barat;minor;;
Rancapanjang;-70.267;1.080.059;Indonesia;ID;Jawa Barat;minor;;
Padahurip;-74.133;1.079.156;Indonesia;ID;Jawa Barat;minor;;
Padasono;-73.559;1.078.034;Indonesia;ID;Jawa Barat;minor;;
Cipeuyeum;-70.664;1.080.889;Indonesia;ID;Jawa Barat;minor;;
Garut;-72.167;1.079.000;Indonesia;ID;Jawa Barat;minor;;
Cisewu;-73.758;1.074.975;Indonesia;ID;Jawa Barat;minor;;
Rancapare;-71.568;1.079.439;Indonesia;ID;Jawa Barat;minor;;
Jati;-71.876;1.078.924;Indonesia;ID;Jawa Barat;minor;;
Jati;-71.959;1.079.669;Indonesia;ID;Jawa Barat;minor;;
Jati;-71.158;1.079.118;Indonesia;ID;Jawa Barat;minor;;
Nangkaruka;-74.331;1.076.462;Indonesia;ID;Jawa Barat;minor;;
Sarkanjut;-71.090;1.079.417;Indonesia;ID;Jawa Barat;minor;;
Wanaraja;-71.749;1.079.808;Indonesia;ID;Jawa Barat;minor;;
Rengganis;-72.127;1.078.986;Indonesia;ID;Jawa Barat;minor;;
Toblong;-75.609;1.079.192;Indonesia;ID;Jawa Barat;minor;;
Dangiang;-74.586;1.078.762;Indonesia;ID;Jawa Barat;minor;;
Cipeucang;-71.595;1.080.074;Indonesia;ID;Jawa Barat;minor;;
Sukasari;-70.757;1.078.947;Indonesia;ID;Jawa Barat;minor;;
Sukasari;-70.686;1.079.638;Indonesia;ID;Jawa Barat;minor;;
Nagrak;-74.460;1.075.963;Indonesia;ID;Jawa Barat;minor;;
Bojongkalapa;-71.862;1.079.557;Indonesia;ID;Jawa Barat;minor;;
Pangrumasan;-75.661;1.078.973;Indonesia;ID;Jawa Barat;minor;;
Saar Kaler;-70.274;1.079.253;Indonesia;ID;Jawa Barat;minor;;
Sinarbakti;-70.694;1.079.107;Indonesia;ID;Jawa Barat;minor;;
Mekarasih;-70.269;1.080.860;Indonesia;ID;Jawa Barat;minor;;
Samanggen;-71.679;1.079.838;Indonesia;ID;Jawa Barat;minor;;
Sadang Kulon;-71.873;1.079.736;Indonesia;ID;Jawa Barat;minor;;
Tajurdesa;-72.045;1.080.078;Indonesia;ID;Jawa Barat;minor;;
Baros;-70.746;1.080.442;Indonesia;ID;Jawa Barat;minor;;
Ciharus;-73.808;1.078.196;Indonesia;ID;Jawa Barat;minor;;
Ciharus;-70.977;1.078.773;Indonesia;ID;Jawa Barat;minor;;
Pangauban;-72.634;1.077.785;Indonesia;ID;Jawa Barat;minor;;
Kandangsapi;-73.140;1.078.114;Indonesia;ID;Jawa Barat;minor;;
Besarmanah;-72.249;1.078.918;Indonesia;ID;Jawa Barat;minor;;
Kudang;-72.175;1.079.279;Indonesia;ID;Jawa Barat;minor;;
Kudang;-70.331;1.079.841;Indonesia;ID;Jawa Barat;minor;;
Malangbong;-70.603;1.080.876;Indonesia;ID;Jawa Barat;minor;;
Cikalaces;-74.899;1.075.375;Indonesia;ID;Jawa Barat;minor;;
Pakenjeng;-74.118;1.076.905;Indonesia;ID;Jawa Barat;minor;;
Kurnia;-70.522;1.080.363;Indonesia;ID;Jawa Barat;minor;;
Pasirsalam;-71.186;1.078.954;Indonesia;ID;Jawa Barat;minor;;
Cipaku;-73.707;1.077.551;Indonesia;ID;Jawa Barat;minor;;
Cibodas;-73.626;1.078.146;Indonesia;ID;Jawa Barat;minor;;
Cibodas;-70.962;1.079.858;Indonesia;ID;Jawa Barat;minor;;
Cipeundeuy;-70.769;1.078.913;Indonesia;ID;Jawa Barat;minor;;
Sawahlegok;-72.889;1.074.655;Indonesia;ID;Jawa Barat;minor;;
Indralayang;-74.953;1.074.839;Indonesia;ID;Jawa Barat;minor;;
Maribaya;-70.861;1.078.764;Indonesia;ID;Jawa Barat;minor;;
Karees;-76.511;1.078.727;Indonesia;ID;Jawa Barat;minor;;
Pangeureunan;-71.376;1.079.318;Indonesia;ID;Jawa Barat;minor;;
Puncaksari;-76.395;1.077.327;Indonesia;ID;Jawa Barat;minor;;
Haurpanggung;-72.056;1.079.047;Indonesia;ID;Jawa Barat;minor;;
Ciwalen;-72.155;1.079.096;Indonesia;ID;Jawa Barat;minor;;
Cikembar;-73.977;1.078.386;Indonesia;ID;Jawa Barat;minor;;
Bebedahan;-74.127;1.076.591;Indonesia;ID;Jawa Barat;minor;;
Bebedahan;-71.783;1.079.804;Indonesia;ID;Jawa Barat;minor;;
Lengkongjaya;-72.004;1.079.286;Indonesia;ID;Jawa Barat;minor;;
Tegalgede;-74.921;1.076.540;Indonesia;ID;Jawa Barat;minor;;
Tegalgede;-71.815;1.080.016;Indonesia;ID;Jawa Barat;minor;;
Saradan;-70.577;1.079.793;Indonesia;ID;Jawa Barat;minor;;
Cisompet;-75.518;1.078.103;Indonesia;ID;Jawa Barat;minor;;
Cikajang;-73.578;1.078.086;Indonesia;ID;Jawa Barat;minor;;
Pasirwangi;-74.611;1.076.644;Indonesia;ID;Jawa Barat;minor;;
Situsari;-71.904;1.079.719;Indonesia;ID;Jawa Barat;minor;;
Perum;-71.700;1.078.975;Indonesia;ID;Jawa Barat;minor;;
Jager;-71.770;1.079.446;Indonesia;ID;Jawa Barat;minor;;
Cijayana;-75.514;1.075.666;Indonesia;ID;Jawa Barat;minor;;
Simpang;-74.737;1.076.688;Indonesia;ID;Jawa Barat;minor;;
Simpang;-76.401;1.079.066;Indonesia;ID;Jawa Barat;minor;;
Simpang;-73.669;1.077.756;Indonesia;ID;Jawa Barat;minor;;
Radug;-72.645;1.078.425;Indonesia;ID;Jawa Barat;minor;;
Salamnunggal;-71.064;1.078.980;Indonesia;ID;Jawa Barat;minor;;
Pameungpeuk;-76.413;1.077.332;Indonesia;ID;Jawa Barat;minor;;
Karangtengah;-70.744;1.078.925;Indonesia;ID;Jawa Barat;minor;;
Pasar Kulon;-71.112;1.078.967;Indonesia;ID;Jawa Barat;minor;;
Sidangpalay;-72.091;1.079.555;Indonesia;ID;Jawa Barat;minor;;
Burujul;-75.559;1.077.178;Indonesia;ID;Jawa Barat;minor;;
Burujul;-70.376;1.079.762;Indonesia;ID;Jawa Barat;minor;;
Cileles;-70.792;1.079.812;Indonesia;ID;Jawa Barat;minor;;
Cinyawar;-73.325;1.079.241;Indonesia;ID;Jawa Barat;minor;;
Pasar;-70.953;1.081.002;Indonesia;ID;Jawa Barat;minor;;
Pasar;-71.008;1.079.577;Indonesia;ID;Jawa Barat;minor;;
Jayaraga Kaler;-72.043;1.079.004;Indonesia;ID;Jawa Barat;minor;;
Cibera;-76.751;1.077.902;Indonesia;ID;Jawa Barat;minor;;
Saar;-70.578;1.080.730;Indonesia;ID;Jawa Barat;minor;;
Karangsari;-75.758;1.076.175;Indonesia;ID;Jawa Barat;minor;;
Karangsari;-70.993;1.079.342;Indonesia;ID;Jawa Barat;minor;;
Saribakti;-75.341;1.079.306;Indonesia;ID;Jawa Barat;minor;;
Sukarame;-74.376;1.075.324;Indonesia;ID;Jawa Barat;minor;;
Bandrek;-70.553;1.080.097;Indonesia;ID;Jawa Barat;minor;;
Maroko;-76.350;1.078.919;Indonesia;ID;Jawa Barat;minor;;
Desakolot;-72.562;1.078.930;Indonesia;ID;Jawa Barat;minor;;
Desakolot;-73.339;1.078.064;Indonesia;ID;Jawa Barat;minor;;
Kampungdesa;-75.719;1.078.600;Indonesia;ID;Jawa Barat;minor;;
Sirnagalih;-73.505;1.077.999;Indonesia;ID;Jawa Barat;minor;;
Nagaracinta;-72.928;1.078.143;Indonesia;ID;Jawa Barat;minor;;
Cikalong;-74.963;1.076.669;Indonesia;ID;Jawa Barat;minor;;
Pasar Kidul;-73.109;1.077.936;Indonesia;ID;Jawa Barat;minor;;
Tegalastana;-74.866;1.075.985;Indonesia;ID;Jawa Barat;minor;;
Genteng;-72.991;1.074.955;Indonesia;ID;Jawa Barat;minor;;
Nagrog Wetan;-72.071;1.079.469;Indonesia;ID;Jawa Barat;minor;;
Gudang;-73.070;1.077.967;Indonesia;ID;Jawa Barat;minor;;
Gudang;-72.605;1.078.547;Indonesia;ID;Jawa Barat;minor;;
Cinunuk Girang;-71.787;1.079.751;Indonesia;ID;Jawa Barat;minor;;
Cikuwiwi;-72.794;1.078.936;Indonesia;ID;Jawa Barat;minor;;
Ngompot;-71.733;1.079.167;Indonesia;ID;Jawa Barat;minor;;
Sukamanah;-72.030;1.079.422;Indonesia;ID;Jawa Barat;minor;;
Dangdeur;-72.525;1.078.294;Indonesia;ID;Jawa Barat;minor;;
Pataruman;-71.966;1.079.911;Indonesia;ID;Jawa Barat;minor;;
Pataruman;-71.995;1.078.931;Indonesia;ID;Jawa Barat;minor;;
Cikuya;-74.604;1.075.764;Indonesia;ID;Jawa Barat;minor;;
Babakancilamo;-70.740;1.080.121;Indonesia;ID;Jawa Barat;minor;;
Panunggangan;-72.274;1.078.874;Indonesia;ID;Jawa Barat;minor;;
Nangoh Tonggoh;-72.672;1.078.478;Indonesia;ID;Jawa Barat;minor;;
Cihuni;-70.709;1.078.997;Indonesia;ID;Jawa Barat;minor;;
Rancabuaya;-75.238;1.074.909;Indonesia;ID;Jawa Barat;minor;;
Neglasari;-75.147;1.078.086;Indonesia;ID;Jawa Barat;minor;;
Neglasari;-71.267;1.079.951;Indonesia;ID;Jawa Barat;minor;;
Batukarut;-71.366;1.079.713;Indonesia;ID;Jawa Barat;minor;;
Pasantrentengah;-70.761;1.079.675;Indonesia;ID;Jawa Barat;minor;;
Tegallame;-70.381;1.079.379;Indonesia;ID;Jawa Barat;minor;;
Singajaya;-74.886;1.079.116;Indonesia;ID;Jawa Barat;minor;;
Cikole Hilir;-71.679;1.079.786;Indonesia;ID;Jawa Barat;minor;;
Cidatar Kulon;-73.278;1.077.939;Indonesia;ID;Jawa Barat;minor;;
Taluncemara;-72.196;1.079.078;Indonesia;ID;Jawa Barat;minor;;
Astana Hilir;-72.102;1.078.891;Indonesia;ID;Jawa Barat;minor;;
Banjarwangi;-74.398;1.079.026;Indonesia;ID;Jawa Barat;minor;;
Cikarang;-74.263;1.074.533;Indonesia;ID;Jawa Barat;minor;;
Babakandesa;-70.485;1.079.684;Indonesia;ID;Jawa Barat;minor;;
Karobokan;-71.831;1.078.797;Indonesia;ID;Jawa Barat;minor;;
Sikluk;-71.258;1.079.603;Indonesia;ID;Jawa Barat;minor;;
Cihayam;-70.079;1.080.195;Indonesia;ID;Jawa Barat;minor;;
Cogreg Kulon;-72.187;1.079.308;Indonesia;ID;Jawa Barat;minor;;
Barubandung;-73.858;1.078.307;Indonesia;ID;Jawa Barat;minor;;
Sangojar;-71.667;1.080.306;Indonesia;ID;Jawa Barat;minor;;
Cigolewang;-75.440;1.077.392;Indonesia;ID;Jawa Barat;minor;;
Putrajawa;-70.054;1.080.109;Indonesia;ID;Jawa Barat;minor;;
Ciwaru;-72.946;1.077.864;Indonesia;ID;Jawa Barat;minor;;
Urug;-72.549;1.078.324;Indonesia;ID;Jawa Barat;minor;;
Pasirluhur;-71.040;1.079.546;Indonesia;ID;Jawa Barat;minor;;
Cipatat;-71.994;1.079.504;Indonesia;ID;Jawa Barat;minor;;
Cipancar;-71.041;1.078.899;Indonesia;ID;Jawa Barat;minor;;
Slamanyah;-70.902;1.078.963;Indonesia;ID;Jawa Barat;minor;;
Surabaya;-70.259;1.080.209;Indonesia;ID;Jawa Barat;minor;;
Cileungsing;-71.482;1.079.424;Indonesia;ID;Jawa Barat;minor;;
Ciranca;-70.832;1.079.980;Indonesia;ID;Jawa Barat;minor;;
Giriawas;-73.640;1.078.213;Indonesia;ID;Jawa Barat;minor;;
Tegaljati;-71.949;1.079.299;Indonesia;ID;Jawa Barat;minor;;
Pasarkolot;-70.565;1.080.900;Indonesia;ID;Jawa Barat;minor;;
Nangerang;-72.357;1.079.210;Indonesia;ID;Jawa Barat;minor;;
Cipondok;-72.388;1.079.420;Indonesia;ID;Jawa Barat;minor;;
Babakansalam;-75.020;1.076.254;Indonesia;ID;Jawa Barat;minor;;
Cihuni Kaler;-71.661;1.079.915;Indonesia;ID;Jawa Barat;minor;;
Cibitung;-75.356;1.076.864;Indonesia;ID;Jawa Barat;minor;;
Cibitung;-74.831;1.079.233;Indonesia;ID;Jawa Barat;minor;;
Negla;-72.754;1.077.809;Indonesia;ID;Jawa Barat;minor;;
Tangulun;-70.688;1.079.196;Indonesia;ID;Jawa Barat;minor;;
Ciperang;-71.163;1.079.246;Indonesia;ID;Jawa Barat;minor;;
Pasirbaros;-70.763;1.080.948;Indonesia;ID;Jawa Barat;minor;;
Kalidung;-71.913;1.078.902;Indonesia;ID;Jawa Barat;minor;;
Barusuda;-73.525;1.078.127;Indonesia;ID;Jawa Barat;minor;;
Babakan Baru;-72.515;1.079.271;Indonesia;ID;Jawa Barat;minor;;
Pakuwon;-72.155;1.079.036;Indonesia;ID;Jawa Barat;minor;;
Cikelet;-76.117;1.076.771;Indonesia;ID;Jawa Barat;minor;;
Padaimut;-70.727;1.080.258;Indonesia;ID;Jawa Barat;minor;;
Panawuan;-72.147;1.078.842;Indonesia;ID;Jawa Barat;minor;;
Karangtengah;-80.861;1.118.232;Indonesia;ID;Jawa Timur;minor;;
Cigadog;-72.825;1.079.216;Indonesia;ID;Jawa Barat;minor;;
Cilawu;-72.779;1.079.203;Indonesia;ID;Jawa Barat;minor;;
Kaduengang;-62.598;1.060.742;Indonesia;ID;Banten;minor;;
Pancasura;-74.637;1.079.342;Indonesia;ID;Jawa Barat;minor;;
Sukawangi;-74.709;1.079.366;Indonesia;ID;Jawa Barat;minor;;
Bendungan;-71.177;1.124.981;Indonesia;ID;Jawa Timur;minor;;
Bojong;-71.164;1.084.367;Indonesia;ID;Jawa Barat;minor;;
Temanggung;-73.192;1.101.928;Indonesia;ID;Jawa Tengah;minor;;
Bojongloa;-73.199;1.079.327;Indonesia;ID;Jawa Barat;minor;;
Kranjih;-69.354;1.134.503;Indonesia;ID;Jawa Timur;minor;;
Pagaden;-73.208;1.081.566;Indonesia;ID;Jawa Barat;minor;;
Bengras;-62.481;1.058.324;Indonesia;ID;Banten;minor;;
Kaliboto;-80.431;1.119.799;Indonesia;ID;Jawa Timur;minor;;
Manis Legokherang;-71.598;1.085.730;Indonesia;ID;Jawa Barat;minor;;
Lubuk Pakam;35.592;988.733;Indonesia;ID;Sumatera Utara;minor;;
Nganjuk;-76.051;1.119.035;Indonesia;ID;Jawa Timur;minor;;
Selajambe;-71.181;1.084.625;Indonesia;ID;Jawa Barat;minor;;
Selajambe Satu;-71.185;1.084.608;Indonesia;ID;Jawa Barat;minor;;
Tegalharjo;-66.413;1.110.260;Indonesia;ID;Jawa Tengah;minor;;
Bantengan;-66.597;1.110.634;Indonesia;ID;Jawa Tengah;minor;;
Wungwung;-68.000;1.112.214;Indonesia;ID;Jawa Tengah;minor;;
Kedungbang;-65.428;1.110.202;Indonesia;ID;Jawa Tengah;minor;;
Dopang;-68.266;1.111.348;Indonesia;ID;Jawa Tengah;minor;;
Krajan Kedungsari;-65.734;1.110.400;Indonesia;ID;Jawa Tengah;minor;;
Lengkong;-67.089;1.112.145;Indonesia;ID;Jawa Tengah;minor;;
Kalangan;-67.054;1.111.065;Indonesia;ID;Jawa Tengah;minor;;
Balong;-68.381;1.111.714;Indonesia;ID;Jawa Tengah;minor;;
Blingi;-67.739;1.111.855;Indonesia;ID;Jawa Tengah;minor;;
Sentul;-67.888;1.111.647;Indonesia;ID;Jawa Tengah;minor;;
Kampunganyar;-65.507;1.110.507;Indonesia;ID;Jawa Tengah;minor;;
Pulorejo;-67.216;1.111.473;Indonesia;ID;Jawa Tengah;minor;;
Bendar;-67.094;1.111.559;Indonesia;ID;Jawa Tengah;minor;;
Margoyoso;-65.930;1.110.652;Indonesia;ID;Jawa Tengah;minor;;
Babatan;-66.110;1.110.542;Indonesia;ID;Jawa Tengah;minor;;
Belah Lor;-65.371;1.110.538;Indonesia;ID;Jawa Tengah;minor;;
Ketip;-67.323;1.111.665;Indonesia;ID;Jawa Tengah;minor;;
Rejoso;-66.586;1.110.700;Indonesia;ID;Jawa Tengah;minor;;
Lambangan;-67.479;1.110.679;Indonesia;ID;Jawa Tengah;minor;;
Padas;-68.613;1.111.760;Indonesia;ID;Jawa Tengah;minor;;
Malangan;-68.033;1.111.341;Indonesia;ID;Jawa Tengah;minor;;
Krajan Kinanti;-64.881;1.110.411;Indonesia;ID;Jawa Tengah;minor;;
Kemiri;-67.679;1.111.635;Indonesia;ID;Jawa Tengah;minor;;
Terteg;-68.207;1.112.178;Indonesia;ID;Jawa Tengah;minor;;
Belahan;-65.716;1.110.602;Indonesia;ID;Jawa Tengah;minor;;
Kebonsawahan;-67.108;1.111.459;Indonesia;ID;Jawa Tengah;minor;;
Beringin;-67.437;1.111.545;Indonesia;ID;Jawa Tengah;minor;;
Bangkol;-65.336;1.110.075;Indonesia;ID;Jawa Tengah;minor;;
Krajan Waturoyo;-65.951;1.110.566;Indonesia;ID;Jawa Tengah;minor;;
Ketitang Wetan;-67.108;1.111.898;Indonesia;ID;Jawa Tengah;minor;;
Mencon;-68.342;1.111.909;Indonesia;ID;Jawa Tengah;minor;;
Ngulakan;-67.761;1.112.248;Indonesia;ID;Jawa Tengah;minor;;
Guyangan;-68.643;1.111.202;Indonesia;ID;Jawa Tengah;minor;;
Guyangan;-66.598;1.110.989;Indonesia;ID;Jawa Tengah;minor;;
Legok;-67.457;1.111.933;Indonesia;ID;Jawa Tengah;minor;;
Sarirejo;-67.473;1.110.508;Indonesia;ID;Jawa Tengah;minor;;
Jetak Kulon;-66.739;1.110.910;Indonesia;ID;Jawa Tengah;minor;;
Rendole;-67.330;1.110.120;Indonesia;ID;Jawa Tengah;minor;;
Lundo;-67.717;1.112.016;Indonesia;ID;Jawa Tengah;minor;;
Geneng;-66.544;1.110.971;Indonesia;ID;Jawa Tengah;minor;;
Ngurenrejo;-66.962;1.110.817;Indonesia;ID;Jawa Tengah;minor;;
Raci;-67.118;1.111.810;Indonesia;ID;Jawa Tengah;minor;;
Ketapang;-65.589;1.110.379;Indonesia;ID;Jawa Tengah;minor;;
Kedalon;-67.217;1.112.270;Indonesia;ID;Jawa Tengah;minor;;
Ketanen;-66.539;1.110.637;Indonesia;ID;Jawa Tengah;minor;;
Pule;-65.336;1.110.252;Indonesia;ID;Jawa Tengah;minor;;
Mrican;-65.936;1.110.413;Indonesia;ID;Jawa Tengah;minor;;
Pengilon;-68.180;1.111.561;Indonesia;ID;Jawa Tengah;minor;;
Ngepungkrajan;-67.205;1.110.717;Indonesia;ID;Jawa Tengah;minor;;
Batur Kidul;-67.571;1.111.360;Indonesia;ID;Jawa Tengah;minor;;
Karang;-67.335;1.111.589;Indonesia;ID;Jawa Tengah;minor;;
Krajan Karangwage;-66.435;1.110.711;Indonesia;ID;Jawa Tengah;minor;;
Jepuro;-67.280;1.111.446;Indonesia;ID;Jawa Tengah;minor;;
Plalangan;-67.550;1.112.264;Indonesia;ID;Jawa Tengah;minor;;
Druju;-67.457;1.111.300;Indonesia;ID;Jawa Tengah;minor;;
Krajan Tegalombo;-64.367;1.110.032;Indonesia;ID;Jawa Tengah;minor;;
Pentungan;-66.910;1.111.104;Indonesia;ID;Jawa Tengah;minor;;
Baran;-67.540;1.110.522;Indonesia;ID;Jawa Tengah;minor;;
Bulumulyo;-67.328;1.111.991;Indonesia;ID;Jawa Tengah;minor;;
Plosojenar;-67.489;1.111.771;Indonesia;ID;Jawa Tengah;minor;;
Bapoh;-67.098;1.110.558;Indonesia;ID;Jawa Tengah;minor;;
Krajan Keboromo;-65.440;1.110.515;Indonesia;ID;Jawa Tengah;minor;;
Ngetuk;-65.664;1.110.147;Indonesia;ID;Jawa Tengah;minor;;
Tanggung;-65.671;1.110.407;Indonesia;ID;Jawa Tengah;minor;;
Karangboyo;-67.316;1.111.525;Indonesia;ID;Jawa Tengah;minor;;
Karangnongko;-67.184;1.110.201;Indonesia;ID;Jawa Tengah;minor;;
Golong;-65.567;1.110.159;Indonesia;ID;Jawa Tengah;minor;;
Tunggulsari;-65.541;1.110.594;Indonesia;ID;Jawa Tengah;minor;;
Trolu;-67.415;1.112.149;Indonesia;ID;Jawa Tengah;minor;;
Randangan;-67.084;1.109.897;Indonesia;ID;Jawa Tengah;minor;;
Daulan;-67.700;1.111.365;Indonesia;ID;Jawa Tengah;minor;;
Gawanan;-65.341;1.110.485;Indonesia;ID;Jawa Tengah;minor;;
Pencil;-67.412;1.111.145;Indonesia;ID;Jawa Tengah;minor;;
Sanglur;-66.626;1.110.024;Indonesia;ID;Jawa Tengah;minor;;
Runting;-67.218;1.110.530;Indonesia;ID;Jawa Tengah;minor;;
Pondohan;-67.302;1.110.837;Indonesia;ID;Jawa Tengah;minor;;
Dukuhseti;-64.705;1.110.358;Indonesia;ID;Jawa Tengah;minor;;
Ngurensiti;-66.989;1.110.864;Indonesia;ID;Jawa Tengah;minor;;
Suwatu;-66.312;1.110.080;Indonesia;ID;Jawa Tengah;minor;;
Triwil;-67.204;1.110.994;Indonesia;ID;Jawa Tengah;minor;;
Karangrowo;-67.453;1.110.893;Indonesia;ID;Jawa Tengah;minor;;
Krajan Gajahmati;-67.618;1.110.460;Indonesia;ID;Jawa Tengah;minor;;
Tlogorejo;-67.097;1.110.167;Indonesia;ID;Jawa Tengah;minor;;
Cabak Satu;-66.254;1.109.935;Indonesia;ID;Jawa Tengah;minor;;
Krajan Dukuhseti;-64.570;1.110.315;Indonesia;ID;Jawa Tengah;minor;;
Mojolampir;-67.997;1.112.087;Indonesia;ID;Jawa Tengah;minor;;
Kauman;-67.175;1.111.460;Indonesia;ID;Jawa Tengah;minor;;
Ploso;-68.005;1.111.463;Indonesia;ID;Jawa Tengah;minor;;
Jontro;-66.920;1.110.708;Indonesia;ID;Jawa Tengah;minor;;
Pangkalan;-66.183;1.110.783;Indonesia;ID;Jawa Tengah;minor;;
Ngarus;-67.406;1.110.331;Indonesia;ID;Jawa Tengah;minor;;
Tluwah;-67.309;1.111.439;Indonesia;ID;Jawa Tengah;minor;;
Lahar;-66.450;1.109.935;Indonesia;ID;Jawa Tengah;minor;;
Taunan;-67.751;1.112.159;Indonesia;ID;Jawa Tengah;minor;;
Ngaliyan;-67.039;1.110.431;Indonesia;ID;Jawa Tengah;minor;;
Bodeh;-68.357;1.111.318;Indonesia;ID;Jawa Tengah;minor;;
Sekarjalak;-66.132;1.110.654;Indonesia;ID;Jawa Tengah;minor;;
Geneng Tengah;-66.854;1.111.217;Indonesia;ID;Jawa Tengah;minor;;
Tayu;-65.397;1.110.518;Indonesia;ID;Jawa Tengah;minor;;
Jembangan;-67.113;1.112.111;Indonesia;ID;Jawa Tengah;minor;;
Ngulaan;-67.026;1.110.660;Indonesia;ID;Jawa Tengah;minor;;
Sempu;-67.617;1.111.511;Indonesia;ID;Jawa Tengah;minor;;
Jakenan;-67.620;1.111.643;Indonesia;ID;Jawa Tengah;minor;;
Dukutalit;-67.094;1.111.367;Indonesia;ID;Jawa Tengah;minor;;
Pohijo;-66.266;1.110.717;Indonesia;ID;Jawa Tengah;minor;;
Klayusiwalan;-67.215;1.112.001;Indonesia;ID;Jawa Tengah;minor;;
Trangkil;-66.632;1.110.746;Indonesia;ID;Jawa Tengah;minor;;
Jepat Kidul;-65.574;1.110.519;Indonesia;ID;Jawa Tengah;minor;;
Sejomulyo;-67.429;1.111.432;Indonesia;ID;Jawa Tengah;minor;;
Gemiring;-67.531;1.110.155;Indonesia;ID;Jawa Tengah;minor;;
Regaloh;-66.975;1.110.249;Indonesia;ID;Jawa Tengah;minor;;
Tegalwero;-67.979;1.111.675;Indonesia;ID;Jawa Tengah;minor;;
Winong;-67.445;1.110.305;Indonesia;ID;Jawa Tengah;minor;;
Winong;-65.202;1.110.367;Indonesia;ID;Jawa Tengah;minor;;
Genetan;-67.541;1.111.585;Indonesia;ID;Jawa Tengah;minor;;
Semerak;-65.800;1.110.559;Indonesia;ID;Jawa Tengah;minor;;
Growong Kidul;-67.148;1.111.380;Indonesia;ID;Jawa Tengah;minor;;
Krajan Gajihan;-65.802;1.110.018;Indonesia;ID;Jawa Tengah;minor;;
Krajan Ngagel;-64.869;1.110.381;Indonesia;ID;Jawa Tengah;minor;;
Krajan Bakalan;-65.050;1.110.425;Indonesia;ID;Jawa Tengah;minor;;
Kalisabuk;-66.929;1.111.295;Indonesia;ID;Jawa Tengah;minor;;
Tlogowungu;-67.069;1.110.141;Indonesia;ID;Jawa Tengah;minor;;
Tlogo;-65.094;1.110.227;Indonesia;ID;Jawa Tengah;minor;;
Bringin;-67.110;1.110.320;Indonesia;ID;Jawa Tengah;minor;;
Pohbango;-66.425;1.110.625;Indonesia;ID;Jawa Tengah;minor;;
Tunjungrejo;-65.964;1.110.661;Indonesia;ID;Jawa Tengah;minor;;
Drajak;-65.702;1.110.325;Indonesia;ID;Jawa Tengah;minor;;
Bulumanis Kidul;-66.128;1.110.689;Indonesia;ID;Jawa Tengah;minor;;
Krajan Satu Kembang;-64.520;1.110.223;Indonesia;ID;Jawa Tengah;minor;;
Bancak Wetan;-65.564;1.109.862;Indonesia;ID;Jawa Tengah;minor;;
Bongsri;-67.280;1.110.490;Indonesia;ID;Jawa Tengah;minor;;
Guwo;-67.302;1.111.056;Indonesia;ID;Jawa Tengah;minor;;
Kebonagung;-67.117;1.110.668;Indonesia;ID;Jawa Tengah;minor;;
Krandan;-66.516;1.110.831;Indonesia;ID;Jawa Tengah;minor;;
Suwaduk;-66.805;1.110.603;Indonesia;ID;Jawa Tengah;minor;;
Ngening;-67.212;1.111.804;Indonesia;ID;Jawa Tengah;minor;;
Kebonturi;-67.589;1.111.842;Indonesia;ID;Jawa Tengah;minor;;
Pagak Kulon;-67.582;1.112.152;Indonesia;ID;Jawa Tengah;minor;;
Kemangi;-67.835;1.111.945;Indonesia;ID;Jawa Tengah;minor;;
Manding;-68.366;1.111.360;Indonesia;ID;Jawa Tengah;minor;;
Gunungwungkal;-65.662;1.109.891;Indonesia;ID;Jawa Tengah;minor;;
Kembang;-67.130;1.111.634;Indonesia;ID;Jawa Tengah;minor;;
Kuniran;-67.437;1.112.319;Indonesia;ID;Jawa Tengah;minor;;
Pajeksan;-67.138;1.111.453;Indonesia;ID;Jawa Tengah;minor;;
Sumberan;-67.917;1.112.037;Indonesia;ID;Jawa Tengah;minor;;
Baleber;-65.415;1.110.064;Indonesia;ID;Jawa Tengah;minor;;
Bagangan;-66.595;1.110.244;Indonesia;ID;Jawa Tengah;minor;;
Batangan;-67.094;1.112.295;Indonesia;ID;Jawa Tengah;minor;;
Tayu Kulon;-65.352;1.110.425;Indonesia;ID;Jawa Tengah;minor;;
Banteng;-65.966;1.110.157;Indonesia;ID;Jawa Tengah;minor;;
Kedung;-65.990;1.110.439;Indonesia;ID;Jawa Tengah;minor;;
Bakaran Kulon;-67.047;1.111.260;Indonesia;ID;Jawa Tengah;minor;;
